Dept Code,Dept Name,Function,Sub-function,Programme group code,Programme group name,ID or Non-ID,CAP or CUR,Sector,NUTS 1 region,1999-00,2000-01,2001-02,2002-03,2003-04,2004-05
22,DFES and OFSTED     ,Employment policies,Employment policies,102020,CHILDCARE INITIATIVE,ID,CUR,CG,ENGLAND_Yorkshire & Humberside,5.97,7.15,12.44,18.04,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102020,CHILDCARE INITIATIVE,ID,CUR,CG,ENGLAND_East Midlands,3.73,4.47,7.78,11.28,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102020,CHILDCARE INITIATIVE,ID,CUR,CG,ENGLAND_West Midlands,6,7.19,12.51,18.14,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102020,CHILDCARE INITIATIVE,ID,CUR,CG,ENGLAND_South West,4.62,5.53,9.63,13.96,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102020,CHILDCARE INITIATIVE,ID,CUR,CG,ENGLAND_Eastern,4.53,5.42,9.44,13.69,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102020,CHILDCARE INITIATIVE,ID,CUR,CG,ENGLAND_London,9.01,10.78,18.76,27.21,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102020,CHILDCARE INITIATIVE,ID,CUR,CG,ENGLAND_South East,6.19,7.41,12.89,18.69,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102020,CHILDCARE INITIATIVE,ID,CUR,CG,OUTSIDE UK,0,0,0,0,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102020,CHILDCARE INITIATIVE,ID,CAP,CG,SCOTLAND,0,0,0,0,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102020,CHILDCARE INITIATIVE,ID,CAP,CG,WALES,0,0,0,0,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102020,CHILDCARE INITIATIVE,ID,CAP,CG,NORTHERN IRELAND,0,0,0,0,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102020,CHILDCARE INITIATIVE,ID,CAP,CG,ENGLAND_North East,0,0,0,0,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102020,CHILDCARE INITIATIVE,ID,CAP,CG,ENGLAND_North West,0,0,0,0.1,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102020,CHILDCARE INITIATIVE,ID,CAP,CG,ENGLAND_Yorkshire & Humberside,0,0,0,0,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102020,CHILDCARE INITIATIVE,ID,CAP,CG,ENGLAND_East Midlands,0,0,0,0,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102020,CHILDCARE INITIATIVE,ID,CAP,CG,ENGLAND_West Midlands,0,0,0,0,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102020,CHILDCARE INITIATIVE,ID,CAP,CG,ENGLAND_South West,0,0,0,0,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102020,CHILDCARE INITIATIVE,ID,CAP,CG,ENGLAND_Eastern,0,0,0,0,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102020,CHILDCARE INITIATIVE,ID,CAP,CG,ENGLAND_London,0,0,0,0.1,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102020,CHILDCARE INITIATIVE,ID,CAP,CG,ENGLAND_South East,0,0,0,0.1,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102020,CHILDCARE INITIATIVE,ID,CAP,CG,OUTSIDE UK,0,0,0,0,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102008,Youth Co-ordination,ID,CUR,CG,SCOTLAND,0,0,0,0,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102008,Youth Co-ordination,ID,CUR,CG,WALES,0,0,0,0,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102008,Youth Co-ordination,ID,CUR,CG,NORTHERN IRELAND,0,0,0,0,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102008,Youth Co-ordination,ID,CUR,CG,ENGLAND_North East,0,0,0.05,0.04,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102008,Youth Co-ordination,ID,CUR,CG,ENGLAND_North West,0,0,0.13,0.11,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102008,Youth Co-ordination,ID,CUR,CG,ENGLAND_Yorkshire & Humberside,0,0,0.09,0.08,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102008,Youth Co-ordination,ID,CUR,CG,ENGLAND_East Midlands,0,0,0.08,0.06,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102008,Youth Co-ordination,ID,CUR,CG,ENGLAND_West Midlands,0,0,0.1,0.08,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102008,Youth Co-ordination,ID,CUR,CG,ENGLAND_South West,0,0,0.09,0.08,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102008,Youth Co-ordination,ID,CUR,CG,ENGLAND_Eastern,0,0,0.1,0.08,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102008,Youth Co-ordination,ID,CUR,CG,ENGLAND_London,0,0,0.14,0.11,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102008,Youth Co-ordination,ID,CUR,CG,ENGLAND_South East,0,0,0.15,0.12,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102008,Youth Co-ordination,ID,CUR,CG,OUTSIDE UK,0,0,0,0,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102007,E-Portals,ID,CUR,CG,ENGLAND_South East,0,0,0,0.22,0.27,0.22
22,DFES and OFSTED     ,Education and traininng,Other education and training,102007,E-Portals,ID,CUR,CG,ENGLAND_London,0,0,0,0.2,0.24,0.2
22,DFES and OFSTED     ,Education and traininng,Other education and training,102007,E-Portals,ID,CUR,CG,ENGLAND_North West,0,0,0,0.19,0.23,0.19
22,DFES and OFSTED     ,Education and traininng,Other education and training,102007,E-Portals,ID,CUR,CG,ENGLAND_West Midlands,0,0,0,0.15,0.18,0.15
22,DFES and OFSTED     ,Education and traininng,Other education and training,102007,E-Portals,ID,CUR,CG,ENGLAND_Eastern,0,0,0,0.15,0.18,0.15
22,DFES and OFSTED     ,Education and traininng,Other education and training,102007,E-Portals,ID,CUR,CG,ENGLAND_Yorkshire & Humberside,0,0,0,0.14,0.17,0.14
22,DFES and OFSTED     ,Education and traininng,Other education and training,102007,E-Portals,ID,CUR,CG,ENGLAND_South West,0,0,0,0.14,0.17,0.14
22,DFES and OFSTED     ,Education and traininng,Other education and training,102007,E-Portals,ID,CUR,CG,ENGLAND_East Midlands,0,0,0,0.11,0.14,0.11
22,DFES and OFSTED     ,Education and traininng,Other education and training,102007,E-Portals,ID,CUR,CG,ENGLAND_North East,0,0,0,0.07,0.09,0.07
22,DFES and OFSTED     ,Education and traininng,Other education and training,102007,E-Portals,ID,CUR,CG,SCOTLAND,0,0,0,0,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102007,E-Portals,ID,CUR,CG,WALES,0,0,0,0,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102007,E-Portals,ID,CUR,CG,NORTHERN IRELAND,0,0,0,0,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102007,E-Portals,ID,CUR,CG,OUTSIDE UK,0,0,0,0,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102006,Publicity and Research,ID,CUR,CG,ENGLAND_South East,0.47,-0.15,1.52,1.78,1.9,6.02
22,DFES and OFSTED     ,Education and traininng,Other education and training,102006,Publicity and Research,ID,CUR,CG,ENGLAND_London,0.43,-0.13,1.38,1.62,1.73,5.46
22,DFES and OFSTED     ,Education and traininng,Other education and training,102006,Publicity and Research,ID,CUR,CG,ENGLAND_North West,0.4,-0.12,1.3,1.52,1.62,5.12
22,DFES and OFSTED     ,Education and traininng,Other education and training,102006,Publicity and Research,ID,CUR,CG,ENGLAND_Eastern,0.32,-0.1,1.02,1.2,1.28,4.05
22,DFES and OFSTED     ,Education and traininng,Other education and training,102006,Publicity and Research,ID,CUR,CG,ENGLAND_West Midlands,0.31,-0.1,1,1.18,1.26,3.97
22,DFES and OFSTED     ,Education and traininng,Other education and training,102006,Publicity and Research,ID,CUR,CG,ENGLAND_Yorkshire & Humberside,0.29,-0.09,0.95,1.11,1.19,3.75
22,DFES and OFSTED     ,Education and traininng,Other education and training,102006,Publicity and Research,ID,CUR,CG,ENGLAND_South West,0.29,-0.09,0.94,1.1,1.17,3.71
22,DFES and OFSTED     ,Education and traininng,Other education and training,102006,Publicity and Research,ID,CUR,CG,ENGLAND_East Midlands,0.25,-0.08,0.79,0.92,0.99,3.12
22,DFES and OFSTED     ,Education and traininng,Other education and training,102006,Publicity and Research,ID,CUR,CG,ENGLAND_North East,0.15,-0.05,0.49,0.57,0.61,1.93
22,DFES and OFSTED     ,Education and traininng,Other education and training,102006,Publicity and Research,ID,CUR,CG,SCOTLAND,0,0,0,0,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102006,Publicity and Research,ID,CUR,CG,WALES,0,0,0,0,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102006,Publicity and Research,ID,CUR,CG,NORTHERN IRELAND,0,0,0,0,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102006,Publicity and Research,ID,CUR,CG,OUTSIDE UK,0,0,0,0,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102003,Connexions youth support service,ID,CUR,CG,ENGLAND_London,0,1.51,49.32,66.12,75.99,75.68
22,DFES and OFSTED     ,Education and traininng,Other education and training,102003,Connexions youth support service,ID,CUR,CG,ENGLAND_North West,0,2.12,49.1,65.83,75.65,75.35
22,DFES and OFSTED     ,Education and traininng,Other education and training,102003,Connexions youth support service,ID,CUR,CG,ENGLAND_Eastern,0,0.6,48.89,65.56,75.34,75.04
22,DFES and OFSTED     ,Education and traininng,Other education and training,102003,Connexions youth support service,ID,CUR,CG,ENGLAND_West Midlands,0,1.5,35.58,47.71,54.83,54.61
22,DFES and OFSTED     ,Education and traininng,Other education and training,102003,Connexions youth support service,ID,CUR,CG,ENGLAND_Yorkshire & Humberside,0,2.81,33.09,44.36,50.98,50.77
22,DFES and OFSTED     ,Education and traininng,Other education and training,102003,Connexions youth support service,ID,CUR,CG,ENGLAND_South West,0,1.4,30.58,41,47.12,46.93
22,DFES and OFSTED     ,Education and traininng,Other education and training,102003,Connexions youth support service,ID,CUR,CG,ENGLAND_South East,0,1.13,28.08,37.65,43.27,43.1
22,DFES and OFSTED     ,Education and traininng,Other education and training,102003,Connexions youth support service,ID,CUR,CG,ENGLAND_East Midlands,0,0.42,25.82,34.62,39.78,39.62
22,DFES and OFSTED     ,Education and traininng,Other education and training,102003,Connexions youth support service,ID,CUR,CG,ENGLAND_North East,0,0.57,18.97,25.44,29.23,29.11
22,DFES and OFSTED     ,Education and traininng,Other education and training,102003,Connexions youth support service,ID,CUR,CG,SCOTLAND,0,0,0,0,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102003,Connexions youth support service,ID,CUR,CG,WALES,0,0,0,0,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102003,Connexions youth support service,ID,CUR,CG,NORTHERN IRELAND,0,0,0,0,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102003,Connexions youth support service,ID,CUR,CG,OUTSIDE UK,0,0,0,0,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102003,Connexions youth support service,ID,CAP,CG,SCOTLAND,0,0,0,0,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102003,Connexions youth support service,ID,CAP,CG,WALES,0,0,0,0,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102003,Connexions youth support service,ID,CAP,CG,NORTHERN IRELAND,0,0,0,0,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102003,Connexions youth support service,ID,CAP,CG,ENGLAND_North East,0,0,0,0,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102003,Connexions youth support service,ID,CAP,CG,ENGLAND_North West,0,0,0,0,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102003,Connexions youth support service,ID,CAP,CG,ENGLAND_Yorkshire & Humberside,0,0,0,0,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102003,Connexions youth support service,ID,CAP,CG,ENGLAND_East Midlands,0,0,0,0,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102003,Connexions youth support service,ID,CAP,CG,ENGLAND_West Midlands,0,0,0,0,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102003,Connexions youth support service,ID,CAP,CG,ENGLAND_South West,0,0,0,0,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102003,Connexions youth support service,ID,CAP,CG,ENGLAND_Eastern,0,0,0,0,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102003,Connexions youth support service,ID,CAP,CG,ENGLAND_London,0,0,0,0,0.1,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102003,Connexions youth support service,ID,CAP,CG,ENGLAND_South East,0,0,0,0,0,0
22,DFES and OFSTED     ,Education and traininng,Other education and training,102003,Connexions youth support service,ID,CAP,CG,OUTSIDE UK,0,0,0,0,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102001,CAREERS SERVICE AND Employment Development Projects.,ID,CUR,CG,SCOTLAND,0,0,0,0,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102001,CAREERS SERVICE AND Employment Development Projects.,ID,CUR,CG,WALES,0,0,0,0,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102001,CAREERS SERVICE AND Employment Development Projects.,ID,CUR,CG,NORTHERN IRELAND,0,0,0,0,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102001,CAREERS SERVICE AND Employment Development Projects.,ID,CUR,CG,ENGLAND_North East,16.94,17.76,0,0,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102001,CAREERS SERVICE AND Employment Development Projects.,ID,CUR,CG,ENGLAND_North West,36.36,38.13,0,0,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102001,CAREERS SERVICE AND Employment Development Projects.,ID,CUR,CG,ENGLAND_Yorkshire & Humberside,24.82,26.03,0,0,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102001,CAREERS SERVICE AND Employment Development Projects.,ID,CUR,CG,ENGLAND_East Midlands,18.85,19.77,0,0,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102001,CAREERS SERVICE AND Employment Development Projects.,ID,CUR,CG,ENGLAND_West Midlands,29.25,30.67,0,0,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102001,CAREERS SERVICE AND Employment Development Projects.,ID,CUR,CG,ENGLAND_South West,19.63,20.58,0,0,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102001,CAREERS SERVICE AND Employment Development Projects.,ID,CUR,CG,ENGLAND_Eastern,20.58,21.59,0,0,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102001,CAREERS SERVICE AND Employment Development Projects.,ID,CUR,CG,ENGLAND_London,34.24,35.9,0,0,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102001,CAREERS SERVICE AND Employment Development Projects.,ID,CUR,CG,ENGLAND_South East,27.26,28.59,0,0,0,0
22,DFES and OFSTED     ,Employment policies,Employment policies,102001,CAREERS SERVICE AND Employment Development Projects.,ID,CUR,CG,OUTSIDE UK,0,0,0,0,0,0
22,DFES and OFSTED     ,Health,Medical services,100908,Childrens and Families - Hosp and Community Services,ID,CUR,CG,ENGLAND_North West,0.6,1.1,2.8,0.1,0.1,0.1
22,DFES and OFSTED     ,Health,Medical services,100908,Childrens and Families - Hosp and Community Services,ID,CUR,CG,ENGLAND_West Midlands,0.5,0.9,2.1,0.1,0.1,0.1
22,DFES and OFSTED     ,Health,Medical services,100908,Childrens and Families - Hosp and Community Services,ID,CUR,CG,ENGLAND_South West,0.4,0.8,2,0.1,0.1,0.1
22,DFES and OFSTED     ,Health,Medical services,100908,Childrens and Families - Hosp and Community Services,ID,CUR,CG,ENGLAND_Eastern,0.5,0.9,2.2,0.1,0.1,0.1
22,DFES and OFSTED     ,Health,Medical services,100908,Childrens and Families - Hosp and Community Services,ID,CUR,CG,ENGLAND_London,0.6,1.1,2.9,0.1,0.1,0.1
22,DFES and OFSTED     ,Health,Medical services,100908,Childrens and Families - Hosp and Community Services,ID,CUR,CG,ENGLAND_South East,0.7,1.2,3.2,0.1,0.1,0.1
22,DFES and OFSTED     ,Health,Medical services,100908,Childrens and Families - Hosp and Community Services,ID,CUR,CG,SCOTLAND,0,0,0,0,0,0
22,DFES and OFSTED     ,Health,Medical services,100908,Childrens and Families - Hosp and Community Services,ID,CUR,CG,WALES,0,0,0,0,0,0
22,DFES and OFSTED     ,Health,Medical services,100908,Childrens and Families - Hosp and Community Services,ID,CUR,CG,NORTHERN IRELAND,0,0,0,0,0,0
22,DFES and OFSTED     ,Health,Medical services,100908,Childrens and Families - Hosp and Community Services,ID,CUR,CG,ENGLAND_North East,0.2,0.4,1,0,0,0
22,DFES and OFSTED     ,Health,Medical services,100908,Childrens and Families - Hosp and Community Services,ID,CUR,CG,ENGLAND_Yorkshire & Humberside,0.4,0.8,2.2,0,0,0
22,DFES and OFSTED     ,Health,Medical services,100908,Childrens and Families - Hosp and Community Services,ID,CUR,CG,ENGLAND_East Midlands,0.3,0.7,1.6,0,0,0
22,DFES and OFSTED     ,Health,Medical services,100908,Childrens and Families - Hosp and Community Services,ID,CUR,CG,OUTSIDE UK,0,0,0,0,0,0
22,DFES and OFSTED     ,Health,Central and other health services,100902,Children and Families - Health and Misc Services,ID,CUR,CG,ENGLAND_South East,0.8,1.2,1,1,0.9,2.2
22,DFES and OFSTED     ,Health,Central and other health services,100902,Children and Families - Health and Misc Services,ID,CUR,CG,ENGLAND_London,0.8,1,1,1,0.8,2
22,DFES and OFSTED     ,Health,Central and other health services,100902,Children and Families - Health and Misc Services,ID,CUR,CG,ENGLAND_North West,0.8,1,0.4,1,0.8,1.8
22,DFES and OFSTED     ,Health,Central and other health services,100902,Children and Families - Health and Misc Services,ID,CUR,CG,ENGLAND_Eastern,0.7,0.9,0.7,0.8,0.6,1.5
22,DFES and OFSTED     ,Health,Central and other health services,100902,Children and Families - Health and Misc Services,ID,CUR,CG,ENGLAND_Yorkshire & Humberside,0.6,0.8,0.7,0.8,0.6,1.4
22,DFES and OFSTED     ,Health,Central and other health services,100902,Children and Families - Health and Misc Services,ID,CUR,CG,ENGLAND_West Midlands,0.6,0.8,0.7,0.8,0.6,1.4
22,DFES and OFSTED     ,Health,Central and other health services,100902,Children and Families - Health and Misc Services,ID,CUR,CG,ENGLAND_South West,0.6,0.8,0.7,0.7,0.6,1.3
22,DFES and OFSTED     ,Health,Central and other health services,100902,Children and Families - Health and Misc Services,ID,CUR,CG,ENGLAND_East Midlands,0.4,0.6,0.6,0.7,0.5,1.1
22,DFES and OFSTED     ,Health,Central and other health services,100902,Children and Families - Health and Misc Services,ID,CUR,CG,ENGLAND_North East,0.3,0.4,0.9,0.4,0.3,0.7
22,DFES and OFSTED     ,Health,Central and other health services,100902,Children and Families - Health and Misc Services,ID,CUR,CG,SCOTLAND,0,0,0,0,0,0
22,DFES and OFSTED     ,Health,Central and other health services,100902,Children and Families - Health and Misc Services,ID,CUR,CG,WALES,0,0,0,0,0,0
22,DFES and OFSTED     ,Health,Central and other health services,100902,Children and Families - Health and Misc Services,ID,CUR,CG,NORTHERN IRELAND,0,0,0,0,0,0
22,DFES and OFSTED     ,Health,Central and other health services,100902,Children and Families - Health and Misc Services,ID,CUR,CG,OUTSIDE UK,0,0,0,0,0,0
22,DFES and OFSTED     ,Social protection,Personal social services,100901,Children and Families - Personal Social Services,ID,CUR,CG,ENGLAND_South East,3.3,4.6,3.7,2.7,4.25,5.28
22,DFES and OFSTED     ,Social protection,Personal social services,100901,Children and Families - Personal Social Services,ID,CUR,CG,ENGLAND_London,3,4.2,3.3,2.4,3.86,4.8
22,DFES and OFSTED     ,Social protection,Personal social services,100901,Children and Families - Personal Social Services,ID,CUR,CG,ENGLAND_North West,2.7,3.9,3.1,2.3,3.62,4.5
22,DFES and OFSTED     ,Social protection,Personal social services,100901,Children and Families - Personal Social Services,ID,CUR,CG,ENGLAND_Eastern,2.2,3.1,2.5,1.8,2.86,3.56
22,DFES and OFSTED     ,Social protection,Personal social services,100901,Children and Families - Personal Social Services,ID,CUR,CG,ENGLAND_West Midlands,2.2,3,2.4,1.8,2.81,3.49
22,DFES and OFSTED     ,Social protection,Personal social services,100901,Children and Families - Personal Social Services,ID,CUR,CG,ENGLAND_Yorkshire & Humberside,2,2.9,2.3,1.7,2.65,3.29
22,DFES and OFSTED     ,Social protection,Personal social services,100901,Children and Families - Personal Social Services,ID,CUR,CG,ENGLAND_South West,2,2.8,2.3,1.7,2.63,3.26
22,DFES and OFSTED     ,Social protection,Personal social services,100901,Children and Families - Personal Social Services,ID,CUR,CG,ENGLAND_East Midlands,1.7,2.4,1.9,1.4,2.21,2.74
22,DFES and OFSTED     ,Social protection,Personal social services,100901,Children and Families - Personal Social Services,ID,CUR,CG,ENGLAND_North East,1.1,1.5,1.2,0.9,1.37,1.7
22,DFES and OFSTED     ,Social protection,Personal social services,100901,Children and Families - Personal Social Services,ID,CUR,CG,SCOTLAND,0,0,0,0,0,0
22,DFES and OFSTED     ,Social protection,Personal social services,100901,Children and Families - Personal Social Services,ID,CUR,CG,WALES,0,0,0,0,0,0
22,DFES and OFSTED     ,Social protection,Personal social services,100901,Children and Families - Personal Social Services,ID,CUR,CG,NORTHERN IRELAND,0,0,0,0,0,0
22,DFES and OFSTED     ,Social protection,Personal social services,100901,Children and Families - Personal Social Services,ID,CUR,CG,OUTSIDE UK,0,0,0,0,0,0
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100802,Children and Family Court Advisory and Support Service,ID,CUR,CG,ENGLAND_London,0,0,11.39,13.74,15.39,15.58
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100802,Children and Family Court Advisory and Support Service,ID,CUR,CG,ENGLAND_North West,0,0,10.45,12.6,14.12,14.29
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100802,Children and Family Court Advisory and Support Service,ID,CUR,CG,ENGLAND_South East,0,0,8.37,10.09,11.31,11.44
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100802,Children and Family Court Advisory and Support Service,ID,CUR,CG,ENGLAND_Yorkshire & Humberside,0,0,7.96,9.59,10.8,10.88
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100802,Children and Family Court Advisory and Support Service,ID,CUR,CG,ENGLAND_West Midlands,0,0,7.57,9.12,10.22,10.34
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100802,Children and Family Court Advisory and Support Service,ID,CUR,CG,ENGLAND_South West,0,0,6.23,7.51,8.41,8.51
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100802,Children and Family Court Advisory and Support Service,ID,CUR,CG,ENGLAND_Eastern,0,0,5.71,6.89,7.72,7.81
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100802,Children and Family Court Advisory and Support Service,ID,CUR,CG,WALES,0,0,5,6,6.7,6.8
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100802,Children and Family Court Advisory and Support Service,ID,CUR,CG,ENGLAND_East Midlands,0,0,4.81,5.8,6.5,6.58
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100802,Children and Family Court Advisory and Support Service,ID,CUR,CG,ENGLAND_North East,0,0,4.14,4.99,5.59,5.66
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100802,Children and Family Court Advisory and Support Service,ID,CUR,CG,SCOTLAND,0,0,0,0,0,0
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100802,Children and Family Court Advisory and Support Service,ID,CUR,CG,NORTHERN IRELAND,0,0,0,0,0,0
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100802,Children and Family Court Advisory and Support Service,ID,CUR,CG,OUTSIDE UK,0,0,0,0,0,0
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100802,Children and Family Court Advisory and Support Service,ID,CAP,CG,SCOTLAND,0,0,0,0,0,0
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100802,Children and Family Court Advisory and Support Service,ID,CAP,CG,WALES,0,0,0,0,0,0
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100802,Children and Family Court Advisory and Support Service,ID,CAP,CG,NORTHERN IRELAND,0,0,0,0,0,0
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100802,Children and Family Court Advisory and Support Service,ID,CAP,CG,ENGLAND_North East,0,0,0.48,0.1,0,0
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100802,Children and Family Court Advisory and Support Service,ID,CAP,CG,ENGLAND_North West,0,0,1.27,0.2,0.1,0
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100802,Children and Family Court Advisory and Support Service,ID,CAP,CG,ENGLAND_Yorkshire & Humberside,0,0,0.93,0.1,0,0
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100802,Children and Family Court Advisory and Support Service,ID,CAP,CG,ENGLAND_East Midlands,0,0,0.77,0.1,0,0
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100802,Children and Family Court Advisory and Support Service,ID,CAP,CG,ENGLAND_West Midlands,0,0,0.98,0.2,0.1,0
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100802,Children and Family Court Advisory and Support Service,ID,CAP,CG,ENGLAND_South West,0,0,0.92,0.2,0,0
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100802,Children and Family Court Advisory and Support Service,ID,CAP,CG,ENGLAND_Eastern,0,0,1,0.2,0,0
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100802,Children and Family Court Advisory and Support Service,ID,CAP,CG,ENGLAND_London,0,0,1.35,0.3,0.1,0
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100802,Children and Family Court Advisory and Support Service,ID,CAP,CG,ENGLAND_South East,0,0,1.49,0.3,0.1,0
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100802,Children and Family Court Advisory and Support Service,ID,CAP,CG,OUTSIDE UK,0,0,0,0,0,0
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100801,Children and Families - Justice,ID,CUR,CG,ENGLAND_London,0,0,0,0,0.7,0.8
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100801,Children and Families - Justice,ID,CUR,CG,ENGLAND_South East,0,0,0,0,0.8,0.8
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100801,Children and Families - Justice,ID,CUR,CG,ENGLAND_North West,0,0,0,0,0.7,0.7
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100801,Children and Families - Justice,ID,CUR,CG,ENGLAND_West Midlands,0,0,0,0,0.6,0.6
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100801,Children and Families - Justice,ID,CUR,CG,ENGLAND_Eastern,0,0,0,0,0.5,0.6
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100801,Children and Families - Justice,ID,CUR,CG,ENGLAND_Yorkshire & Humberside,0,0,0,0,0.5,0.5
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100801,Children and Families - Justice,ID,CUR,CG,ENGLAND_South West,0,0,0,0,0.5,0.5
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100801,Children and Families - Justice,ID,CUR,CG,ENGLAND_East Midlands,0,0,0,0,0.4,0.4
22,DFES and OFSTED     ,Public order and safety,Administration of justice,100801,Children and Families - Justice,ID,CUR,CG,ENGLAND_North East,0,0,0,0,0.3,0.3
